"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7229","Kịch bản Test Chống Đạn @smoke @regression","","2026-07-14","passed","2026-07-14","","example.spec.ts","",""
